Date,Feedback,Sentiment,Key Theme
2024-07-19,atm permata minta tambah,Negative,Services
2024-07-19,terima kasih banyak,Positive,General
2024-07-19,bingung cara simpan nomor rekening,Negative,UI/UX and Usability
2024-07-19,bebas biaya transfer,Positive,Fees and Rates
2024-07-19,ngajuin pinjam susah,Negative,Services
2024-07-19,mesin atm susah temu,Negative,Services
2024-07-19,jadi beri peringkat sangat andal fungsi karena ada cara henti ingat akhir transaksi turun versi waktu telah dan terus terima kasih,Negative,UI/UX and Usability
2024-07-19,lebih baik pakai pin pas kirim kirim uang,Positive,Features and Promotion
2024-07-19,apply naik kartu kredit ga pernah diapprove lewat permata x mobile,Negative,Services
2024-07-19,kalau jangan terlalu update terus min,Negative,Reliability
2024-07-19,salin akun,Neutral,General
2024-07-19,cabang yogyakarta msh sedikit atm batas,Negative,Services
2024-07-19,terlalu lambat kadang saldo gantung,Negative,Ease and Speed
2024-07-19,aplikasi terlalu berat mohon baik,Negative,Ease and Speed
2024-07-19,muat lambat,Negative,Ease and Speed
2024-07-19,kalo jam malam sering fitur batesin penggunanyamalah kadang error kalau buat transaksi di jam malem atas,Negative,Reliability
2024-07-19,ambil atm kalau gratis awal buat rekening kartu atm,Positive,Fees and Rates
2024-07-19,kalo transfer puluh juta selalu gagal padahal saldo sisa ribu,Negative,Reliability
2024-07-19,dapat bangun akun favorit tuju transfer,Negative,Features and Promotion
2024-07-19,bank permata sekarang susah cabang,Negative,Services
2024-07-19,suka gratis biaya transfer semua bank,Positive,Fees and Rates
2024-07-19,mudah apa kita,Positive,General
2024-07-19,lah acc aku pinjam kta,Negative,Services
2024-07-19,di sama rekening lama sama baru saldo rupiah,Negative,Features and Promotion
2024-07-19,biaya adm token listrik tinggi,Negative,Fees and Rates
2024-07-19,keluar aplikasi terlalu lama tele langsung keluardibuat lebih simpel,Negative,UI/UX and Usability
2024-07-19,kurang atm tarik permatabank tempat,Negative,Services
2024-07-19,aris sering error,Negative,Reliability
2024-07-19,permata mobile x sekarang sering keluar sendiri sudah lama cek jadi hrs masuk user id password kali kali,Negative,Reliability
2024-07-19,ko aju pinjam masih proses terus ada kabar tuju apa,Negative,Services
2024-07-19,aplikasi lambat buka,Negative,Ease and Speed
2024-07-19,ngeklik menu lambat mohon tingkat cepat apilkasi,Negative,Ease and Speed
2024-07-19,ui bingung ada beda prioritas nasabah,Negative,UI/UX and Usability
2024-07-19,atm center daerah jauh ke kota,Negative,Services
2024-07-19,bayar tagih oto finance ada,Negative,Features and Promotion
2024-07-19,uang dukung buruk hapus akun,Negative,Reliability
2024-07-19,promosi bisa mati sangat buruk,Negative,Features and Promotion
2024-07-19,permata kurang paling asa soal lancar an aplikasi aplikasi mobile banking ngga lot kaya cimb niaga ocbc bsi turut yang paling buat males,Negative,Ease and Speed
2024-07-19,kalau tgl system suka error baik juga banyak hadiah doorprize langgan lama,Negative,Reliability
2024-07-19,dasar alam permata mobile x kena hacker,Negative,Reliability
2024-07-19,mohon jangan banyak potong biaya,Negative,Fees and Rates
2024-07-19,layan lambat,Negative,Services
2024-07-19,mudah proses keluar aplikasi ha pencet tombol back handphone tks,Negative,UI/UX and Usability
2024-07-19,tambah atm area cibitung bekas,Negative,Services
2024-07-19,kur ga permata,Neutral,General
2024-07-19,mesin atm sangat susah,Negative,Services
2024-07-19,tabung permata tambah mudah transaksi gratis transfer semua bank,Positive,Fees and Rates
2024-07-19,permata mobilex sering banget error,Negative,Reliability
2024-07-19,input aplikasi jangan lambat,Negative,Ease and Speed
2024-07-19,tahan layan sudah baik,Positive,General
2024-07-19,bukti transfer mohon tampil tidak perlu simpan gambar dl,Negative,Features and Promotion
2024-07-19,banyak mesin atm daerah cikarang,Negative,Services
2024-07-19,bayar qris sering bisa baca qris merchant,Negative,Reliability
2024-07-19,tampil ui buat lebih tarik,Negative,UI/UX and Usability
2024-07-19,atm relatif kecil,Negative,Services
2024-07-19,nomor rek transper cantum nama sulit cari akan transper,Negative,Features and Promotion
2024-07-19,sulit guna ada masalah respon lambat selesai sanagt sulit aplikasi mudah tugas cs ramah,Negative,Services
2024-07-19,terus tingkat layan,Positive,General
2024-07-19,susah kantor cabang bantu cabang shg susah urus,Negative,Services
2024-07-19,permata bisa tampil nama masing-masing nomor rekening jangan harap bisa ingat nama milik rekening,Negative,Features and Promotion
2024-07-19,potong tiap bulan terlalu besar fitur layan bayar kurang banyak,Negative,Fees and Rates
2024-07-19,banyak promosi,Negative,Features and Promotion
2024-07-19,biaya transfer gratis,Positive,Fees and Rates
2024-07-19,sering masalah,Negative,Reliability
2024-07-19,aplikasi sendiri bagus beberapa masalah kerja kecil hanya saja lemah buruk ketidakmampuan tunjuk saldo online orang transfer uang anda anda masuk anda dapat guna perlu keluar masuk,Negative,Reliability
2024-07-19,terkadang transaksi suka keluar sendiri,Negative,Reliability
2024-07-19,bifast kadang -kadang salah banding uob ocbc,Negative,Reliability
2024-07-19,banyak potong biaya biaya lain,Positive,Fees and Rates
2024-07-19,sedikit tambah tampil,Neutral,General
2024-07-19,permata ponsel mantap,Positive,General
2024-07-19,oke terkadang,Neutral,Reliability
2024-07-19,aman paling penting sih braybiar konsumen puas percaya mahal parah nyata,Positive,Services
2024-07-20,mohon jangan sering ganggu,Negative,Reliability
2024-07-20,semua bank saya guna indonesia permata yang baik,Positive,General
2024-07-20,scan qris sering tunda prosestolong cepat respon,Negative,Ease and Speed
2024-07-20,ambil duit atm gratis semua bank,Positive,Fees and Rates
2024-07-20,dapat akses kartu kredit permata,Negative,Features and Promotion
2024-07-20,rahasia jumlah saldo,Positive,Services
2024-07-20,transfer gratis masih,Positive,Fees and Rates
2024-07-20,ada komentar,Neutral,General
2024-07-20,transfer bayar apa biaya admin jadi ga takut bayar apa,Positive,Fees and Rates
2024-07-20,masuk pelan kurang banyak promo,Negative,Ease and Speed
2024-07-20,lebih mudah demi cair guna sudah lama jadi nasabah,Neutral,Services
2024-07-20,cepat dlm bertransaksikemudahan dlm gun m bankingnyabiaya adminstrasi mahal syariah amanah penting good permata,Positive,General
2024-07-20,sangat lembat muat muat komputer jadul pernah temu aplikasi perban lain,Negative,Ease and Speed
2024-07-20,populasi atm sangat susah,Negative,Services
2024-07-20,bagus cuma kurang cepatmasih banyak pencet sana sini lambat,Negative,UI/UX and Usability
2024-07-20,fitur promosi layan penting harus laku sistem perban adalah aman makin banyak programmer nakal ingin coba masuk rekening tabung kartu kredit orang jadi harap waspada,Negative,Services
2024-07-20,kerja di tingkat aplikasi terlalu berat,Negative,Ease and Speed
2024-07-20,moga aplikasi di cepat biar lelet,Negative,Ease and Speed
2024-07-20,tampil kurang tarik,Negative,UI/UX and Usability
2024-07-20,susah login sering error,Negative,Reliability
2024-07-20,sedia mesin transfer uang,Positive,Services
2024-07-20,sangat bagus manfaat,Positive,General
2024-07-20,fitur tambah y,Positive,Features and Promotion
2024-07-20,bisa tampil kata sandi tampil hindar keliru ketik,Negative,UI/UX and Usability
2024-07-20,d kena biaya transfer,Positive,Fees and Rates
2024-07-20,kartu kredit bayar ko ada tagih,Negative,Reliability
2024-07-20,pernah aju kta kasbon terus accpas aju beberakali kali baik kta atau kta kasbon lagi acc kendala apa sangat kecewa usah jelas gaji pake permata,Negative,Services
2024-07-20,tetap admin kalau transfer semua bank,Positive,Fees and Rates
2024-07-20,terlalu sering ganggu jaring,Negative,Reliability
2024-07-20,pinjam kta selalu tolak pernah acc,Negative,Services
2024-07-20,tidak tarik tunai maupun transfer padahal saldo rekening sisa mohon bantu,Negative,Reliability
2024-07-20,uiux bagus akan lebih baik jika desain ikut aplikasi jaman sekarang,Positive,UI/UX and Usability
2024-07-20,jangan lambat please,Negative,Ease and Speed
2024-07-20,aju pinjam sussahpuol pake banget nget nget,Negative,Services
2024-07-20,lambat aplikasi buat jelekdah bnyak ngeluh tidak gubris emang paktor sengajasiap tinggal nasabah,Negative,Ease and Speed
2024-07-20,pahala umroh gratis haji gratis hahahahaa,Neutral,General
2024-07-20,aplikasi terlalu banyak masalah,Negative,Reliability
2024-07-20,aju kta selalu tolak,Negative,Services
2024-07-20,maaf aju kta tidak pernah acc,Negative,Services
2024-07-20,aju kta sesuai ingin,Negative,Services
2024-07-20,pokok ini baik lah,Positive,General
2024-07-20,banyak fitur bayar,Positive,Features and Promotion
2024-07-20,demi transaksi qris halaman awal login guna pin bukan password,Negative,UI/UX and Usability
2024-07-20,mobile perban permata lama instruksi harus singkat di mobile perban bank,Negative,UI/UX and Usability
2024-07-20,aplikasi lambat lancar aplikasi bni jauh lebih baik,Negative,Ease and Speed
2024-07-20,kta payrol mudah proses,Negative,Services
2024-07-20,sangat bantu senang,Positive,General
2024-07-20,saya rekomendasi aplikasi tetapi aplikasi bisnis terlalu bagus,Neutral,General
2024-07-20,henti kirim email kali buka aplikasi,Negative,Features and Promotion
2024-07-20,aplikasi lambat banget terlalu banyak step by step gk kayak aplikasi lain sat set,Negative,Ease and Speed
2024-07-20,tingkat layan,Positive,Services
2024-07-20,aplikasi permata bank lambat,Negative,Ease and Speed
2024-07-20,sangat manfaat sekali,Positive,General
2024-07-20,kurang bagus karna lambat,Negative,Ease and Speed
2024-07-20,aplikasi kurang fast respon yang mantap,Negative,Ease and Speed
2024-07-20,terlalu sering jadi crash jatuh bayar kafe supermarket saya hadap banyak masalah,Negative,Reliability
2024-07-20,app slow respon detail mortage ada susah cari terima kasih,Negative,Ease and Speed
2024-07-20,mudah aju pinjam,Negative,Services
2024-07-20,cabang permata tambah mudah transaksi,Positive,Services
2024-07-20,aplikasi trllu lambat,Negative,Ease and Speed
2024-07-20,moga lebih cepat kalau masuk aplikasi,Negative,Ease and Speed
2024-07-20,bisa bayar tagih token pln,Negative,Features and Promotion
2024-07-20,kta pinjam pernah acc,Negative,Services
2024-07-20,waktu respon lama,Negative,Ease and Speed
2024-07-20,notif by email pd login ga perlu cukup email sms wa pd ada transaksi,Negative,Features and Promotion
2024-07-20,aplikasi berat,Negative,Ease and Speed
2024-07-20,bebas biaya transfer bank,Positive,Fees and Rates
2024-07-20,pake sidik jari kok fungsi,Negative,Features and Promotion
2024-07-20,kadang sulit qris,Negative,Features and Promotion
2024-07-20,bisa beri pinjam dana tunai usaha padahal lebih tahun permata,Negative,Services
2024-07-20,layan sangat buruk,Negative,Services
2024-07-21,anda tingkat alur guna tata letak ui anda aplikasi lemah,Negative,UI/UX and Usability
2024-07-21,lama kalau muncul kata sandi,Negative,UI/UX and Usability
2024-07-21,aplikasi sempurna,Positive,General
2024-07-21,lambat sering ganggu,Negative,Reliability
2024-07-21,admin sama kan bank,Neutral,Fees and Rates
2024-07-21,transaksi kena biaya sama sekali,Positive,Fees and Rates
2024-07-21,jangan minta rekomendasi kali guna aplikasi,Negative,Features and Promotion
2024-07-21,cepat proses jadi kendala kalah sama laen,Negative,Ease and Speed
2024-07-21,update saldo kurang tambah cepat contoh ganti jam,Negative,Reliability
2024-07-21,aman nyaman cepat promosi,Positive,General
2024-07-21,mobile cash sering gagal fungsi,Negative,Features and Promotion
2024-07-21,kadang suka lambat kalau buka mobile banking,Negative,Ease and Speed
2024-07-21,cepat mudah guna,Positive,UI/UX and Usability
2024-07-21,aplikasi guna sering error tiba keluar aplikasi,Negative,Reliability
2024-07-21,save nomor rek simple ada nama ha nomer cepat loading kurang cepat,Negative,UI/UX and Usability
2024-07-21,muat aplikasi lama,Negative,Ease and Speed
2024-07-21,banyak error transfer ga gagal terus pda yang d perlu tarik tunai sering ga,Negative,Reliability
2024-07-21,kadang suka keliru,Negative,Reliability
2024-07-21,sering gangguansaldo potong ke rekening tuju gk masuk,Negative,Reliability
2024-07-21,hr ada gangguandi kita sgt butuh transaksi online,Negative,Reliability
2024-07-21,sering error kalau pas bayar qris baik,Negative,Features and Promotion
2024-07-21,muas semua,Positive,General
2024-07-21,loket atm msih langka,Negative,Services
2024-07-21,sekarang biaya tarik tunai tidak gratis pdhl dulu gratis,Negative,Fees and Rates
2024-07-21,lambat banyak masalah qris sering errorpayah banget deh,Negative,Reliability
2024-07-21,aplikasi sering error,Negative,Reliability
2024-07-21,lunas kartu kredit sistem langsung ubah status bayar cepat,Negative,Reliability
2024-07-21,lapor riwayat transaksi sering lambat,Negative,Reliability
2024-07-21,terkadang bisa masuk aplikasi,Negative,Reliability
2024-07-21,cukup baik semua penting aman,Positive,General
2024-07-21,mesin atm kurang,Negative,Services
2024-07-21,skor nps ganggu muncul,Negative,Features and Promotion
2024-07-21,transfer uang tiba,Positive,Fees and Rates
2024-07-21,terkadang sulit guna akses biometrik sering gagal,Negative,Features and Promotion
2024-07-21,program belanja supermarket cashback kok hapus,Negative,Features and Promotion
2024-07-21,respon aplikasi kurang cepat,Negative,Ease and Speed
2024-07-21,sangat mudah paham,Positive,General
2024-07-21,tidak sempurna dapat terima,Neutral,General
2024-07-21,nasabah tolak tawar insurance permata mohon paksa lebih bagus layan bank offline sangat ramah informatif,Positive,Services
2024-07-21,aplikasi lalod skala,Negative,Ease and Speed
2024-07-21,mudah aju kta gaji nasabah kartu kredit,Negative,Services
2024-07-21,perlu mudah dana kta utama guna payroll,Negative,Services
2024-07-21,saya bisa beri poin lebih selesai masalah kantor bank anda bangun dukung online sejak lama di mana saya bisa selesai bagi besar masalah tanya obrol operator,Negative,Services
2024-07-21,sering sulit akses,Negative,Reliability
2024-07-21,kalau saya cukup,Neutral,General
2024-07-21,bagus ha terkadang error,Negative,Reliability
2024-07-21,biaya a,Positive,Fees and Rates
2024-07-21,mantap mudah,Positive,General
2024-07-21,terlalu responsif kurang mudah guna,Negative,UI/UX and Usability
2024-07-21,layan langgan bagus,Negative,Services
2024-07-21,tampil rekening nyaman,Negative,UI/UX and Usability
2024-07-21,banyak telepon ganggu,Negative,Services
2024-07-21,kartu kredit tahun tahun bisa naik batas,Negative,Services
2024-07-21,bisa scan barcode cashless aku tau,Negative,Features and Promotion
2024-07-22,sistem kurang lancar,Negative,Ease and Speed
2024-07-22,aju kta simulation real beda suku bunga,Negative,Services
2024-07-22,pokok mantap pertama bank,Positive,General
2024-07-22,transaksi lalu jalur aplikasi mohon memperbaikicontoh beli pulsa handphone lebih perhati terima kasih,Negative,Features and Promotion
2024-07-22,koneksi dang bayar kai access,Positive,Features and Promotion
