Date,Feedback,Sentiment,App Related,Key Theme,Specific Themes,,,,,
7/17/2024 17:43,"Mesin ATM Permata tolong di perbanyak di Mall, Indomaret, Lotte, Transmart supaya mempermudah pencarian dan mempermudah transaksi.",Negative,No,Services,ATM Hard to Find,,,,,
7/17/2024 17:48,bagus,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 17:58,pelayanan mudah,Positive,No,Services,Easy Customer Service,,,,,
7/17/2024 18:06,bunga tabungan,Negative,No,Fees and Rates,Low Savings Interest,,,,,
7/17/2024 18:15,"Rekening korang lama, tdk ada bunga, Deposito kecil",Negative,No,Fees and Rates,"Low Interest Rates, Slow Account Opening",,,,,
7/17/2024 18:19,tolong customer service di cabangnya diperbaiki lg kecepatannya,Negative,No,Services,Slow Customer Service,,,,,
7/17/2024 18:20,jumlah ATM sedikit,Negative,No,Services,ATM Hard to Find,,,,,
7/17/2024 18:30,"jika nasabar selama benar atau jujur, kenapa banyak nasabah yang baik kesulitan di masalah pinjaman",Negative,No,Services,Loan Application Issues,,,,,
7/17/2024 18:31,ok,Neutral,No,General,No Actionable Feedback,,,,,
7/17/2024 18:34,masih suka lemot. tidak seperti aplikasi BCA,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 18:35,ok,Neutral,No,General,No Actionable Feedback,,,,,
7/17/2024 18:37,transfer ke bank lain tdk dikennaka biaya admin,Positive,Yes,Fees and Rates,Free Transfer Fees,,,,,
7/17/2024 18:37,gass,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 18:38,Ok,Neutral,No,General,No Actionable Feedback,,,,,
7/17/2024 18:38,tolong tampilkan nama nya juga kalau bisa jngn no rek nya doang,Negative,Yes,Features and Promotion,Missing Account Name During Transfer,,,,,
7/17/2024 18:48,Mantap,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 18:57,"permata bank yg terhormat tolong bantu perekonomian nasabah anda yg sdh lama mengunakan bank anda , terutama untuk permodalan usaha , salam sukses selalu dan terima kasih",Negative,No,Services,Loan Assistance Needed,,,,,
7/17/2024 18:59,"terkait rincian tagihan KTA sisa bayar, sisa tagihan tidak jelas conto di shope rincian sisa tagihan jelas dan mudah di pahami.",Negative,No,Services,Unclear Loan Information,,,,,
7/17/2024 19:01,aplikasi kurang cepet. masih ada loading.,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 19:09,pengajuan KTA ...gak ada konfirmasi langsung dan cicilannya gak bisa keinginan kita,Negative,No,Services,Loan Application Issues,,,,,
7/17/2024 19:10,ok,Neutral,No,General,No Actionable Feedback,,,,,
7/17/2024 19:23,cari ATM aga susah ada nya di tempat tertentu doang,Negative,No,Services,ATM Hard to Find,,,,,
7/17/2024 19:34,terlalu lelet dan banyak loading,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 19:39,loading kadang berat,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 19:48,"Selama punya rekening dan Megang Kartu Kredit tidak ada perubahan,pengajuan sangat sulit tdk seperti bang lain",Negative,No,Services,Difficult Loan Application,,,,,
7/17/2024 19:49,"i have the balance but it said that, i have insufficient account",Negative,Yes,Reliability,Errors in Account Information,,,,,
7/17/2024 19:50,Potongannya jgn terlalu besar,Negative,No,Fees and Rates,High Fees,,,,,
7/17/2024 19:53,gimana untuk dapat KTA,Negative,No,Services,Loan Inquiry,,,,,
7/17/2024 19:59,sangat nyaman saya memakai permata bank,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 19:59,my bank,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 20:06,kadang suka lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 20:08,masih lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 20:09,"tolong tunjukkan nama di awal pada saat mau mentransfer,shingga menhindar kan tdk slah transfer,slma ini hnya muncul no rek yg sdh rwayat transfer",Negative,Yes,Features and Promotion,Missing Account Name During Transfer,,,,,
7/17/2024 20:09,aplikasi nya agak lambat dibuka,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/17/2024 20:11,bagus,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 20:15,secure,Positive,No,General,General Security Feedback,,,,,
7/17/2024 20:17,di tingkatkan LG permata,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 20:19,"aplikasinya berat , kurang simple seperti lainnya . utk kurs valas jg tidak muncul di tampilan kecuali harus transksi dulu tidak sprti bank lain",Negative,Yes,UI/UX and Usability,Complex UI/UX,,,,,
7/17/2024 20:22,Dana Tunai sulit pengajuan nya,Negative,No,Services,Loan Application Issues,,,,,
7/17/2024 20:25,mudah bertransfer dan bisa membantu dengan fitur kta,Positive,Yes,Features and Promotion,"Easy Transfer, Loan Features",,,,,
7/17/2024 20:25,kecepatan dan sering eror,Negative,Yes,Reliability,Errors in Application,,,,,
7/17/2024 20:27,pinjeman kta di perjelas,Negative,No,Services,Unclear Loan Information,,,,,
7/17/2024 20:31,ok banget,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 20:42,all oke,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 20:45,safe,Positive,No,General,General Security Feedback,,,,,
7/17/2024 20:49,"sering error, lemot saat login dan Qris sering error juga",Negative,Yes,Reliability,Slow application & QRIS issues,,,,,
7/17/2024 20:52,biaya transfer dan juga biaya bulanan mohon di ringankan,Negative,No,Fees and Rates,High transfer and monthly fees,,,,,
7/17/2024 21:08,bikin fitur rekening default transaksi jika pelanggan punya lebih dr 1 rekening.,Negative,Yes,Features and Promotion,Lack of default account transaction feature,,,,,
7/17/2024 21:13,"ga perlu tampilan mewah, simple dan praktis untuk akses dengan low data internet, yg penting ringan dan mudah diakses",Negative,Yes,Features and Promotion,Improvement suggestion - low data requirement,,,,,
7/17/2024 21:21,p,Neutral,No,General,General Neutral Feedback,,,,,
7/17/2024 21:27,Loadingny sangat lambat sekali,Negative,Yes,Ease and Speed,Slow application loading,,,,,
7/17/2024 21:28,kurang cepat proses nya saat isi bensin pakai qris di Shell,Negative,Yes,Features and Promotion,Slow QRIS processing,,,,,
7/17/2024 21:28,sering ada gangguan,Negative,Yes,Reliability,Application issues,,,,,
7/17/2024 21:33,ok,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 21:39,sms response code never arrived,Negative,Yes,Reliability,SMS code delivery issues,,,,,
7/17/2024 21:44,loading lama..,Negative,Yes,Ease and Speed,Slow application loading,,,,,
7/17/2024 21:46,Free charge,Positive,No,Fees and Rates,Positive feedback on free charges,,,,,
7/17/2024 21:54,Untuk MUTASI Lebih DETAIL lagi. thanks,Negative,Yes,Features and Promotion,Improvement suggestion - more detailed statement,,,,,
7/17/2024 21:54,permata bank sangat bagus layanan,Positive,No,Services,Excellent service,,,,,
7/17/2024 22:06,dlm kondisi terjepit finansial BP bisa diandalkan dn sy sangat tertolong,Positive,No,Services,Excellent service,,,,,
7/17/2024 22:13,online chat with support manager,Positive,No,Services,Excellent customer service,,,,,
7/17/2024 22:15,puasa,Neutral,No,General,General Neutral Feedback,,,,,
7/17/2024 22:31,keep it up,Positive,No,General,General Positive Feedback,,,,,
7/17/2024 22:53,verifikasi kadang kesulitan apabila ganti hp,Negative,Yes,Features and Promotion,Verification issues during device switch,,,,,
7/17/2024 23:33,worst ui ux of all banking apps,Negative,Yes,Features and Promotion,Poor UI/UX,,,,,
7/17/2024 23:35,sangat bagus,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 1:28,TERLALU BANYAK PEGAWAI MALING DITEMPAT ANDA.,Negative,No,Services,Service integrity concerns,,,,,
7/18/2024 5:27,Sering error keluar pas digunakan,Negative,Yes,Reliability,App crashes,,,,,
7/18/2024 5:33,kurang praktis msh ribet buat nyari nyari fitur,Negative,Yes,Features and Promotion,Poor navigation,,,,,
7/18/2024 5:50,bisa untuk alternatif transaksi non tunai,Positive,No,Features and Promotion,Non-cash transaction feature,,,,,
7/18/2024 5:59,jangan sering sering error,Negative,Yes,Reliability,Frequent app errors,,,,,
7/18/2024 6:03,"aplikasinya seharusnya update mutasi real time, kalau buka tutup deposito mutasi tidak langsung berubah.",Negative,Yes,Features and Promotion,Real-time update issues,,,,,
7/18/2024 6:19,tampilan di harapkan lebih menarik dan funsional egronomi,Negative,Yes,Features and Promotion,UI improvement suggestion,,,,,
7/18/2024 6:27,baik,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 6:34,aplikasi sering error dan ngehang,Negative,Yes,Reliability,App crashes and freezes,,,,,
7/18/2024 6:34,jaringan nya suka susah,Negative,Yes,General,General Negative Feedback,,,,,
7/18/2024 6:43,kurang nya mesin ATM,Negative,No,Services,Lack of ATMs,,,,,
7/18/2024 7:10,privasi akun semoga aman..,Positive,No,General,Privacy concerns,,,,,
7/18/2024 7:22,not good service,Negative,No,Services,General Negative Feedback,,,,,
7/18/2024 7:24,"gratis transfer ke semua bank , saya pengguna Qris permata dana cepet masup sehingga tiap hari nya ada perputaran modal",Positive,No,Fees and Rates,Excellent service,,,,,
7/18/2024 7:26,oke,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 7:37,good,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 7:42,y,Neutral,No,General,General Neutral Feedback,,,,,
7/18/2024 7:45,masi suka eror di iphone,Negative,Yes,Reliability,iPhone-specific errors,,,,,
7/18/2024 7:48,"Suka Krn bisa ambil tunai gratis di Indomaret tanpa ATM, tapi syg terkadang idm nya bilang tdk bisa Krn tdk ada akses finger,stok uang ga ada dan berbagai alasan.Tolong perjanjiannya dgn idm diperjelas",Negative,No,Services,Issues with Indomaret cash withdrawal service,,,,,
7/18/2024 7:49,good,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 7:58,"tarik tunai di indomaret sering kali bermasalah karena petugas finger printnya tidak ada, jadi sulit tarik tunai di indomaret",Negative,No,Services,Cash withdrawal issues,,,,,
7/18/2024 7:59,mantap,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:01,no need to register an account,Positive,No,Features and Promotion,Account registration flexibility,,,,,
7/18/2024 8:05,Joss,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:08,.,Neutral,No,General,General Neutral Feedback,,,,,
7/18/2024 8:20,ok banget permata yes,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:26,mantap,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:27,ketersediaan atm diperbanyak spy lbh mudah,Negative,No,Services,Lack of ATMs,,,,,
7/18/2024 8:28,bla,Neutral,No,General,General Neutral Feedback,,,,,
7/18/2024 8:31,kadang bukti transfer lambat masuk...kadang mau tunggu seharian di mobile x,Negative,Yes,Features and Promotion,Delayed transaction confirmation,,,,,
7/18/2024 8:31,mantap,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:32,tidak ada yang spesial dari apps ini,Negative,Yes,Features and Promotion,General Negative Feedback,,,,,
7/18/2024 8:35,performance too slow,Negative,Yes,Ease and Speed,Slow application,,,,,
7/18/2024 8:36,tampilan kalau bisa lebih baik dan jangan lemot terimakasih,Negative,Yes,Features and Promotion,UI improvement suggestion,,,,,
7/18/2024 8:36,suka error gak mau QR,Negative,Yes,Reliability,QR error,,,,,
7/18/2024 8:42,Tanpa biaya,Positive,No,Fees and Rates,Positive feedback on free services,,,,,
7/18/2024 8:42,belum ada top up etoll ya,Negative,Yes,Features and Promotion,Missing top-up feature,,,,,
7/18/2024 8:46,tidak ada status d permatacasbon .. klo d tolak kasih info ... jngn lgi proses trus,Negative,No,Services,Loan application status not provided,,,,,
7/18/2024 8:49,sangat baik,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 8:59,waktu loginnya terlalu cepat berakhir,Negative,Yes,Features and Promotion,Short login session duration,,,,,
7/18/2024 9:06,RM yg handel dan ramah,Positive,No,Services,Excellent relationship management,,,,,
7/18/2024 9:11,mohon perbanyak AtM permata,Negative,No,Services,Lack of ATMs,,,,,
7/18/2024 9:21,Good,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 9:22,yes,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 9:29,lemot,Negative,Yes,Ease and Speed,Slow application,,,,,
7/18/2024 9:36,kalau malam mbanknya suka eror,Negative,Yes,Reliability,Night-time app errors,,,,,
7/18/2024 9:38,sering eror dan slalu pengajuan top up KTA gk pernah di setujuin nnti klo memang di setujui bru saya rekomendasikan ke temen2,Negative,No,Services,KTA loan application issues,,,,,
7/18/2024 9:40,too much bug,Negative,Yes,Reliability,Bugs in Application,,,,,
7/18/2024 9:41,lelet saat pindah menu,Negative,Yes,Ease and Speed,Slow Menu Navigation,,,,,
7/18/2024 9:42,cepat,Positive,Yes,Ease and Speed,Fast Performance,,,,,
7/18/2024 9:51,bagus,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 9:59,jhgfg,Neutral,No,General,No Actionable Feedback,,,,,
7/18/2024 10:00,iya tentu karena memakai bank permata baik karena gratis transfer ke semua rekening,Positive,Yes,Fees and Rates,Free Transfer Fees,,,,,
7/18/2024 10:16,"tolong dipercepat lagi, kalau bisa tanpa animasi, jadi langsung muncul",Negative,Yes,UI/UX and Usability,Remove Animations for Faster Access,,,,,
7/18/2024 10:20,tidak semua kota ada perwakilan bank,Negative,No,Services,Lack of Branch Representation,,,,,
7/18/2024 10:21,kecepatan dan kemudahan penggunaan serta biaya tf gratis,Positive,Yes,Fees and Rates,Ease of Use and Free Transfer,,,,,
7/18/2024 10:29,penggunaan utk transfer kurang sederhana dalam menyimpan no rekening karena harus manual,Negative,Yes,Features and Promotion,Manual Entry of Account Numbers,,,,,
7/18/2024 10:29,fasilitas perlu ditambah sehingga bisa memudahkan transaksi,Negative,Yes,Features and Promotion,Additional Features Needed,,,,,
7/18/2024 10:39,aplikasi terlalu banyak slide saat keluar,Negative,Yes,UI/UX and Usability,Too Many Slides During Exit,,,,,
7/18/2024 10:43,aplikasinya agak rumit untuk di operasikan,Negative,Yes,UI/UX and Usability,Complex to Operate,,,,,
7/18/2024 10:46,memuaskan pelayanannya terhadap konsumennya,Positive,No,Services,Satisfactory Customer Service,,,,,
7/18/2024 10:46,how to stop email notif when login to application,Negative,Yes,Features and Promotion,Email Notifications When Logging In,,,,,
7/18/2024 10:47,atm sulit ditemui,Negative,No,Services,ATM Hard to Find,,,,,
7/18/2024 10:49,lebih di perbaiki,Negative,No,General,General Improvement Needed,,,,,
7/18/2024 10:55,"Menampilkan nama pemilik rekening pada daftar transfer, krn yg saat ini ditampilkan list nomor rekening sehingga memakan waktu lama untuk cari nama pemilik rek. terima kasih",Negative,Yes,Features and Promotion,Missing Account Name During Transfer,,,,,
7/18/2024 10:58,masih belum cepat loading transaksinya,Negative,Yes,Ease and Speed,Slow Transaction Loading,,,,,
7/18/2024 10:59,jangan sering error atau tidak bisa dibuka aplikasi nya,Negative,Yes,Reliability,Frequent Errors,,,,,
7/18/2024 11:03,"agak sulit,  mau ngajuin KTA aja susah, banyak syaratnya,  artinya saja Kredit Tanpa Agunan, tp tetep ada syaratnya. masukannya mending ga usah ada KTA, biar orang tidak tergiur",Negative,No,Services,Difficult Loan Application,,,,,
7/18/2024 11:09,pada struk fif dan Adira tambahkan setoran bulan ke berapa. aplikasinya supaya lebih ringan lagi,Negative,No,Services,Improve Loan Payment Information,,,,,
7/18/2024 11:10,untuk pembayaran bulanan kenapa ga transparan di dalam aplikasi permata,Negative,Yes,Services,Lack of Transparency in Payments,,,,,
7/18/2024 11:15,n bangking permata agak lemot.tolong di perbaiki dri segi kecepatan,Negative,Yes,Ease and Speed,Slow Internet Banking,,,,,
7/18/2024 11:15,good,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 11:16,logs out far too quickly,Negative,Yes,UI/UX and Usability,Short Session Timeout,,,,,
7/18/2024 11:24,aplikasi yang stabil dan mudah di akses kapan saja. selama ini sering gangguan sehingga susah untuk di akses.,Negative,Yes,Reliability,Access Issues,,,,,
7/18/2024 11:25,gg,Neutral,No,General,No Actionable Feedback,,,,,
7/18/2024 11:25,apk nya lemot,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/18/2024 11:25,login terlalu lama,Negative,Yes,Ease and Speed,Slow Login,,,,,
7/18/2024 11:34,mungkin bisa ditambahkan nama pemilik rekening pada rekening yg pernah kita transfer,Negative,Yes,Features and Promotion,Missing Account Name During Transfer,,,,,
7/18/2024 11:34,Satisfied,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 11:37,lumayan,Neutral,No,General,No Actionable Feedback,,,,,
7/18/2024 11:37,aplikasi lemott banget. tolong di tingkatkan kualitas aplikasi nya,Negative,Yes,Ease and Speed,Slow Application,,,,,
7/18/2024 11:43,masih kurang cepat. bikkiin llebh cppat dan efisien,Negative,Yes,Ease and Speed,Improve Application Speed,,,,,
7/18/2024 11:49,pelayanan bagus,Positive,No,Services,Satisfactory Customer Service,,,,,
7/18/2024 11:56,good,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 11:57,pengisian etoll,Positive,Yes,Features and Promotion,e-Toll Top-Up Feature,,,,,
7/18/2024 12:02,Please put name beside bank account number when we want to do a transfer. it confusing for user because we have to check one by one which correct account number that we want to transfer.,Negative,Yes,Features and Promotion,Missing Account Name During Transfer,,,,,
7/18/2024 12:03,bgs,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 12:15,"when typing PIN, allow us to see what we types.",Negative,Yes,Features and Promotion,Show PIN During Entry,,,,,
7/18/2024 12:24,semua layanan baik tingkatkan layanannya,Positive,No,General,General Positive Feedback,,,,,
7/18/2024 12:24,free admin,Positive,Yes,Fees and Rates,Free Admin Fees,,,,,
7/18/2024 12:29,Saldo jangan dimunculkan karena saat transfer jadi bisa terlihat org disamping pengguna,Negative,Yes,UI/UX and Usability,Balance Privacy Concern,,,,,
